Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Recruitment Suite,Chrome 110.0.0.0,,,2023-03-06 11:34:26,2023-03-06 11:36:33,2m - 7.139s,PASSED
,,,,,,,
Test Cases/Recruitment page/Candidates/Add Candidate,Chrome 110.0.0.0,,,2023-03-06 11:34:27,2023-03-06 11:35:27,59.882s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 110.0.0.0,,,2023-03-06 11:34:27,2023-03-06 11:34:35,7.773s,PASSED
Start setup action : setupTestCase,Chrome 110.0.0.0,,,2023-03-06 11:34:35,2023-03-06 11:34:42,7.762s,PASSED
"click(findTestObject(""Navigation Sidebar/a_Recruitment""))",Chrome 110.0.0.0,,,2023-03-06 11:34:44,2023-03-06 11:34:46,2.673s,PASSED
"waitForElementPresent(findTestObject(""Recruitment Page/Vacancies/button_Add""), 10)",Chrome 110.0.0.0,,,2023-03-06 11:34:46,2023-03-06 11:34:48,1.825s,PASSED
"click(findTestObject(""Admin Page/Nationalities/button_Add""))",Chrome 110.0.0.0,,,2023-03-06 11:34:48,2023-03-06 11:35:01,12.381s,PASSED
"sendKeys(findTestObject(""Recruitment Page/Vacancies/texbox_firstName""), ""Nigel"")",Chrome 110.0.0.0,,,2023-03-06 11:35:01,2023-03-06 11:35:03,2.568s,PASSED
"sendKeys(findTestObject(""Recruitment Page/Vacancies/texbox_middleName""), ""Five"")",Chrome 110.0.0.0,,,2023-03-06 11:35:03,2023-03-06 11:35:05,1.783s,PASSED
"sendKeys(findTestObject(""Recruitment Page/Vacancies/texbox_lastName""), ""DeJong-Automation"")",Chrome 110.0.0.0,,,2023-03-06 11:35:05,2023-03-06 11:35:07,1.884s,PASSED
"click(findTestObject(""Recruitment Page/Vacancies/dropdown_Vacancy""))",Chrome 110.0.0.0,,,2023-03-06 11:35:07,2023-03-06 11:35:08,1.679s,PASSED
"waitForElementPresent(findTestObject(""Recruitment Page/Vacancies/dropdown_table""), 10)",Chrome 110.0.0.0,,,2023-03-06 11:35:08,2023-03-06 11:35:09,0.545s,PASSED
"waitForElementClickable(findTestObject(""Recruitment Page/Vacancies/dropdown_Vacancy_option""), 10)",Chrome 110.0.0.0,,,2023-03-06 11:35:09,2023-03-06 11:35:10,1.080s,PASSED
"click(findTestObject(""Recruitment Page/Vacancies/option_Sales_Representative""))",Chrome 110.0.0.0,,,2023-03-06 11:35:10,2023-03-06 11:35:12,1.711s,PASSED
"sendKeys(findTestObject(""Recruitment Page/Vacancies/texbox_Email""), ""nigel@automation.com"")",Chrome 110.0.0.0,,,2023-03-06 11:35:12,2023-03-06 11:35:14,1.891s,PASSED
"sendKeys(findTestObject(""Recruitment Page/Vacancies/textbox_Contact_Number""), ""555444333"")",Chrome 110.0.0.0,,,2023-03-06 11:35:14,2023-03-06 11:35:15,1.661s,PASSED
"sendKeys(findTestObject(""Recruitment Page/Vacancies/textbox_Keywords""), ""static, dynamic, nice"")",Chrome 110.0.0.0,,,2023-03-06 11:35:15,2023-03-06 11:35:17,1.718s,PASSED
