Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
User Management Suite,Chrome 110.0.0.0,,,2023-03-01 17:05:18,2023-03-01 17:06:57,1m - 38.858s,PASSED
,,,,,,,
Test Cases/Admin Page/User Management/Add User,Chrome 110.0.0.0,,,2023-03-01 17:05:18,2023-03-01 17:05:57,38.882s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 110.0.0.0,,,2023-03-01 17:05:18,2023-03-01 17:05:23,5.368s,PASSED
Start setup action : setupTestCase,Chrome 110.0.0.0,,,2023-03-01 17:05:23,2023-03-01 17:05:30,6.126s,PASSED
"click(findTestObject(""Navigation Sidebar/a_Admin""))",Chrome 110.0.0.0,,,2023-03-01 17:05:30,2023-03-01 17:05:33,2.547s,PASSED
"click(findTestObject(""Admin Page/Nationalities/button_Add""))",Chrome 110.0.0.0,,,2023-03-01 17:05:33,2023-03-01 17:05:35,2.509s,PASSED
"click(findTestObject(""Admin Page/User Management/dropdown_Select""))",Chrome 110.0.0.0,,,2023-03-01 17:05:35,2023-03-01 17:05:37,1.786s,PASSED
"click(findTestObject(""Admin Page/User Management/option_Admin""))",Chrome 110.0.0.0,,,2023-03-01 17:05:37,2023-03-01 17:05:38,1.516s,PASSED
"click(findTestObject(""Admin Page/User Management/dropdown_Select""))",Chrome 110.0.0.0,,,2023-03-01 17:05:38,2023-03-01 17:05:40,1.510s,PASSED
"click(findTestObject(""Admin Page/User Management/option_Enabled""))",Chrome 110.0.0.0,,,2023-03-01 17:05:40,2023-03-01 17:05:42,1.576s,PASSED
"sendKeys(findTestObject(""Admin Page/User Management/textbox_EmployeeName""), ""m"")",Chrome 110.0.0.0,,,2023-03-01 17:05:42,2023-03-01 17:05:43,1.608s,PASSED
"waitForElementPresent(findTestObject(""Admin Page/User Management/dropdown_table""), 10)",Chrome 110.0.0.0,,,2023-03-01 17:05:43,2023-03-01 17:05:44,0.503s,PASSED
"waitForElementClickable(findTestObject(""Admin Page/User Management/dropdown_EmployeeName_option""), 10)",Chrome 110.0.0.0,,,2023-03-01 17:05:44,2023-03-01 17:05:45,1.129s,PASSED
"orange.keywords.randomClick(findTestObject(""Admin Page/User Management/dropdown_EmployeeName_option""))",Chrome 110.0.0.0,,,2023-03-01 17:05:45,2023-03-01 17:05:46,1.448s,PASSED
"sendKeys(findTestObject(""Admin Page/User Management/textbox_Username""), ""Marco DiVaio"")",Chrome 110.0.0.0,,,2023-03-01 17:05:46,2023-03-01 17:05:48,1.587s,PASSED
