Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Recruitment Suite,Chrome 110.0.0.0,,,2023-03-03 11:11:52,2023-03-03 11:13:34,1m - 42.988s,PASSED
,,,,,,,
Test Cases/Recruitment page/Candidates/Add Candidate,Chrome 110.0.0.0,,,2023-03-03 11:11:52,2023-03-03 11:12:33,41.237s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 110.0.0.0,,,2023-03-03 11:11:52,2023-03-03 11:11:57,5.327s,PASSED
Start setup action : setupTestCase,Chrome 110.0.0.0,,,2023-03-03 11:11:57,2023-03-03 11:12:03,5.800s,PASSED
"click(findTestObject(""Navigation Sidebar/a_Recruitment""))",Chrome 110.0.0.0,,,2023-03-03 11:12:03,2023-03-03 11:12:06,3.059s,PASSED
"waitForElementPresent(findTestObject(""Recruitment Page/Vacancies/button_Add""), 10)",Chrome 110.0.0.0,,,2023-03-03 11:12:06,2023-03-03 11:12:08,1.843s,PASSED
"click(findTestObject(""Admin Page/Nationalities/button_Add""))",Chrome 110.0.0.0,,,2023-03-03 11:12:08,2023-03-03 11:12:10,1.945s,PASSED
"sendKeys(findTestObject(""Recruitment Page/Vacancies/texbox_firstName""), ""Nigel"")",Chrome 110.0.0.0,,,2023-03-03 11:12:10,2023-03-03 11:12:13,2.932s,PASSED
"sendKeys(findTestObject(""Recruitment Page/Vacancies/texbox_middleName""), ""Five"")",Chrome 110.0.0.0,,,2023-03-03 11:12:13,2023-03-03 11:12:14,1.464s,PASSED
"sendKeys(findTestObject(""Recruitment Page/Vacancies/texbox_lastName""), ""DeJong-Automation"")",Chrome 110.0.0.0,,,2023-03-03 11:12:14,2023-03-03 11:12:16,1.518s,PASSED
"click(findTestObject(""Recruitment Page/Vacancies/dropdown_Vacancy""))",Chrome 110.0.0.0,,,2023-03-03 11:12:16,2023-03-03 11:12:17,1.434s,PASSED
"waitForElementPresent(findTestObject(""Recruitment Page/Vacancies/dropdown_table""), 10)",Chrome 110.0.0.0,,,2023-03-03 11:12:17,2023-03-03 11:12:18,0.465s,PASSED
"waitForElementClickable(findTestObject(""Recruitment Page/Vacancies/dropdown_Vacancy_option""), 10)",Chrome 110.0.0.0,,,2023-03-03 11:12:18,2023-03-03 11:12:18,0.570s,PASSED
"click(findTestObject(""Recruitment Page/Vacancies/option_Sales_Representative""))",Chrome 110.0.0.0,,,2023-03-03 11:12:18,2023-03-03 11:12:20,1.413s,PASSED
"sendKeys(findTestObject(""Recruitment Page/Vacancies/texbox_Email""), ""nigel@automation.com"")",Chrome 110.0.0.0,,,2023-03-03 11:12:20,2023-03-03 11:12:21,1.589s,PASSED
"sendKeys(findTestObject(""Recruitment Page/Vacancies/textbox_Contact_Number""), ""555444333"")",Chrome 110.0.0.0,,,2023-03-03 11:12:21,2023-03-03 11:12:23,1.567s,PASSED
"sendKeys(findTestObject(""Recruitment Page/Vacancies/textbox_Keywords""), ""static, dynamic, nice"")",Chrome 110.0.0.0,,,2023-03-03 11:12:23,2023-03-03 11:12:25,1.493s,PASSED
"sendKeys(findTestObject(""Recruitment Page/Vacancies/textbox_Date _of_Application""), Keys.chord(CONTROL, ""a""))",Chrome 110.0.0.0,,,2023-03-03 11:12:25,2023-03-03 11:12:26,1.478s,PASSED
"sendKeys(findTestObject(""Recruitment Page/Vacancies/textbox_Date _of_Application""), ""2022-10-10"")",Chrome 110.0.0.0,,,2023-03-03 11:12:26,2023-03-03 11:12:27,1.448s,PASSED
"sendKeys(findTestObject(""Recruitment Page/Vacancies/textbox__Notes""), ""Application notes"")",Chrome 110.0.0.0,,,2023-03-03 11:12:27,2023-03-03 11:12:29,1.465s,PASSED
"click(findTestObject(""Recruitment Page/Vacancies/checkbox_Consent""))",Chrome 110.0.0.0,,,2023-03-03 11:12:29,2023-03-03 11:12:30,1.437s,PASSED
"click(findTestObject(""Admin Page/Nationalities/button_Save""))",Chrome 110.0.0.0,,,2023-03-03 11:12:30,2023-03-03 11:12:32,1.483s,PASSED
"waitForElementPresent(findTestObject(""Confirmation messages/message_SuccessSuccessfullySaved""), 10)",Chrome 110.0.0.0,,,2023-03-03 11:12:32,2023-03-03 11:12:33,0.718s,PASSED
"verifyElementPresent(findTestObject(""Confirmation messages/message_SuccessSuccessfullySaved""), 10)",Chrome 110.0.0.0,,,2023-03-03 11:12:33,2023-03-03 11:12:33,0.396s,PASSED
Start listener action : sampleAfterTestCase,Chrome 110.0.0.0,,,2023-03-03 11:12:33,2023-03-03 11:12:33,0.034s,ERROR
,,,,,,,
