Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
User Management Suite,Chrome 109.0.0.0,,,2023-02-06 19:17:21,2023-02-06 19:17:47,26.594s,ERROR
,,,,,,,
Test Cases/Admin Page/User Management/Add User,Chrome 109.0.0.0,,,2023-02-06 19:17:21,2023-02-06 19:17:30,9.201s,ERROR
openBrowser(baseURL),Chrome 109.0.0.0,,,2023-02-06 19:17:21,2023-02-06 19:17:28,6.502s,PASSED
maximizeWindow(),Chrome 109.0.0.0,,,2023-02-06 19:17:28,2023-02-06 19:17:28,0.336s,PASSED
"orange.keywords.userLogin(findTestObject(""Login Page/textbox_Username""), username, findTestObject(""Login Papge/textbox_Password""), password, findTestObject(""Login Page/button_Login""))",Chrome 109.0.0.0,,,2023-02-06 19:17:28,2023-02-06 19:17:30,1.920s,ERROR
,,,,,,,
Test Cases/Admin Page/User Management/Edit User,Chrome 109.0.0.0,,,2023-02-06 19:17:30,2023-02-06 19:17:38,8.262s,ERROR
openBrowser(baseURL),Chrome 109.0.0.0,,,2023-02-06 19:17:31,2023-02-06 19:17:36,5.353s,PASSED
maximizeWindow(),Chrome 109.0.0.0,,,2023-02-06 19:17:36,2023-02-06 19:17:36,0.168s,PASSED
"orange.keywords.userLogin(findTestObject(""Login Page/textbox_Username""), username, findTestObject(""Login Papge/textbox_Password""), password, findTestObject(""Login Page/button_Login""))",Chrome 109.0.0.0,,,2023-02-06 19:17:36,2023-02-06 19:17:38,1.811s,ERROR
,,,,,,,
Test Cases/Admin Page/User Management/Delete User,Chrome 109.0.0.0,,,2023-02-06 19:17:38,2023-02-06 19:17:47,8.809s,ERROR
openBrowser(baseURL),Chrome 109.0.0.0,,,2023-02-06 19:17:39,2023-02-06 19:17:45,5.224s,PASSED
maximizeWindow(),Chrome 109.0.0.0,,,2023-02-06 19:17:45,2023-02-06 19:17:45,0.171s,PASSED
"orange.keywords.userLogin(findTestObject(""Login Page/textbox_Username""), username, findTestObject(""Login Papge/textbox_Password""), password, findTestObject(""Login Page/button_Login""))",Chrome 109.0.0.0,,,2023-02-06 19:17:45,2023-02-06 19:17:47,2.203s,ERROR
