Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Recruitment Suite,Chrome 110.0.0.0,,,2023-03-03 10:40:15,2023-03-03 10:42:09,1m - 53.966s,PASSED
,,,,,,,
Test Cases/Recruitment page/Candidates/Add Candidate,Chrome 110.0.0.0,,,2023-03-03 10:40:16,2023-03-03 10:41:03,47.238s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 110.0.0.0,,,2023-03-03 10:40:16,2023-03-03 10:40:22,6.606s,PASSED
Start setup action : setupTestCase,Chrome 110.0.0.0,,,2023-03-03 10:40:22,2023-03-03 10:40:29,7.233s,PASSED
"click(findTestObject(""Navigation Sidebar/a_Recruitment""))",Chrome 110.0.0.0,,,2023-03-03 10:40:31,2023-03-03 10:40:34,3.293s,PASSED
"waitForElementPresent(findTestObject(""Recruitment Page/Vacancies/button_Add""), 10)",Chrome 110.0.0.0,,,2023-03-03 10:40:34,2023-03-03 10:40:36,1.775s,PASSED
"click(findTestObject(""Admin Page/Nationalities/button_Add""))",Chrome 110.0.0.0,,,2023-03-03 10:40:36,2023-03-03 10:40:38,2.228s,PASSED
"sendKeys(findTestObject(""Recruitment Page/Vacancies/texbox_firstName""), ""Nigel"")",Chrome 110.0.0.0,,,2023-03-03 10:40:38,2023-03-03 10:40:40,2.176s,PASSED
"sendKeys(findTestObject(""Recruitment Page/Vacancies/texbox_middleName""), ""Five"")",Chrome 110.0.0.0,,,2023-03-03 10:40:40,2023-03-03 10:40:42,1.649s,PASSED
"sendKeys(findTestObject(""Recruitment Page/Vacancies/texbox_lastName""), ""DeJong-Automation"")",Chrome 110.0.0.0,,,2023-03-03 10:40:42,2023-03-03 10:40:43,1.708s,PASSED
"click(findTestObject(""Recruitment Page/Vacancies/dropdown_Vacancy""))",Chrome 110.0.0.0,,,2023-03-03 10:40:43,2023-03-03 10:40:45,1.608s,PASSED
"waitForElementPresent(findTestObject(""Recruitment Page/Vacancies/dropdown_table""), 10)",Chrome 110.0.0.0,,,2023-03-03 10:40:45,2023-03-03 10:40:46,0.567s,PASSED
"waitForElementClickable(findTestObject(""Recruitment Page/Vacancies/dropdown_Vacancy_option""), 10)",Chrome 110.0.0.0,,,2023-03-03 10:40:46,2023-03-03 10:40:46,0.943s,PASSED
"click(findTestObject(""Recruitment Page/Vacancies/option_Sales_Representative""))",Chrome 110.0.0.0,,,2023-03-03 10:40:46,2023-03-03 10:40:48,1.593s,PASSED
"sendKeys(findTestObject(""Recruitment Page/Vacancies/texbox_Email""), ""nigel@automation.com"")",Chrome 110.0.0.0,,,2023-03-03 10:40:48,2023-03-03 10:40:50,1.731s,PASSED
"sendKeys(findTestObject(""Recruitment Page/Vacancies/textbox_Contact_Number""), ""555444333"")",Chrome 110.0.0.0,,,2023-03-03 10:40:50,2023-03-03 10:40:51,1.655s,PASSED
"sendKeys(findTestObject(""Recruitment Page/Vacancies/textbox_Keywords""), ""static, dynamic, nice"")",Chrome 110.0.0.0,,,2023-03-03 10:40:51,2023-03-03 10:40:53,1.750s,PASSED
"sendKeys(findTestObject(""Recruitment Page/Vacancies/textbox_Date _of_Application""), Keys.chord(CONTROL, ""a""))",Chrome 110.0.0.0,,,2023-03-03 10:40:53,2023-03-03 10:40:55,1.662s,PASSED
"sendKeys(findTestObject(""Recruitment Page/Vacancies/textbox_Date _of_Application""), ""2022-10-10"")",Chrome 110.0.0.0,,,2023-03-03 10:40:55,2023-03-03 10:40:56,1.609s,PASSED
"sendKeys(findTestObject(""Recruitment Page/Vacancies/textbox__Notes""), ""Application notes"")",Chrome 110.0.0.0,,,2023-03-03 10:40:56,2023-03-03 10:40:58,1.669s,PASSED
"click(findTestObject(""Recruitment Page/Vacancies/checkbox_Consent""))",Chrome 110.0.0.0,,,2023-03-03 10:40:58,2023-03-03 10:41:00,1.605s,PASSED
"click(findTestObject(""Admin Page/Nationalities/button_Save""))",Chrome 110.0.0.0,,,2023-03-03 10:41:00,2023-03-03 10:41:01,1.620s,PASSED
