Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
User Management Suite,Chrome 110.0.0.0,,,2023-03-06 11:00:17,2023-03-06 11:02:05,1m - 48.059s,PASSED
,,,,,,,
Test Cases/Admin Page/User Management/Add User,Chrome 110.0.0.0,,,2023-03-06 11:00:17,2023-03-06 11:01:01,44.056s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 110.0.0.0,,,2023-03-06 11:00:17,2023-03-06 11:00:29,11.378s,PASSED
"click(findTestObject(""Navigation Sidebar/a_Admin""))",Chrome 110.0.0.0,,,2023-03-06 11:00:30,2023-03-06 11:00:34,3.755s,PASSED
"click(findTestObject(""Admin Page/Nationalities/button_Add""))",Chrome 110.0.0.0,,,2023-03-06 11:00:34,2023-03-06 11:00:37,2.856s,PASSED
"click(findTestObject(""Admin Page/User Management/dropdown_Select""))",Chrome 110.0.0.0,,,2023-03-06 11:00:37,2023-03-06 11:00:39,1.945s,PASSED
"click(findTestObject(""Admin Page/User Management/option_Admin""))",Chrome 110.0.0.0,,,2023-03-06 11:00:39,2023-03-06 11:00:40,1.603s,PASSED
"click(findTestObject(""Admin Page/User Management/dropdown_Select""))",Chrome 110.0.0.0,,,2023-03-06 11:00:40,2023-03-06 11:00:42,1.598s,PASSED
"click(findTestObject(""Admin Page/User Management/option_Enabled""))",Chrome 110.0.0.0,,,2023-03-06 11:00:42,2023-03-06 11:00:43,1.605s,PASSED
"sendKeys(findTestObject(""Admin Page/User Management/textbox_EmployeeName""), ""m"")",Chrome 110.0.0.0,,,2023-03-06 11:00:43,2023-03-06 11:00:45,1.704s,PASSED
"waitForElementPresent(findTestObject(""Admin Page/User Management/dropdown_table""), 10)",Chrome 110.0.0.0,,,2023-03-06 11:00:45,2023-03-06 11:00:46,0.547s,PASSED
"waitForElementClickable(findTestObject(""Admin Page/User Management/dropdown_EmployeeName_option""), 10)",Chrome 110.0.0.0,,,2023-03-06 11:00:46,2023-03-06 11:00:47,1.209s,PASSED
"orange.keywords.randomClick(findTestObject(""Admin Page/User Management/dropdown_EmployeeName_option""))",Chrome 110.0.0.0,,,2023-03-06 11:00:47,2023-03-06 11:00:48,1.616s,PASSED
"sendKeys(findTestObject(""Admin Page/User Management/textbox_Username""), ""Marco DiVaio"")",Chrome 110.0.0.0,,,2023-03-06 11:00:48,2023-03-06 11:00:50,1.659s,PASSED
"setEncryptedText(findTestObject(""Admin Page/User Management/textbox_Password""), ""zow4LEKZVFY9FezsXiYM4A=="")",Chrome 110.0.0.0,,,2023-03-06 11:00:50,2023-03-06 11:00:53,2.827s,PASSED
